Level of description,Identifier,Title,Date,Description,Location,Format,Rights,Contributor,Collection identifier,Collection title,Published online?,MulMultiMediaRefLocal_1,URL
Item,1979.0162.02218,"Millstream Falls, Ravenshoe, North Queensland",3 August 1937,"Black and white photograph, Ravenshoe, QLD, Australia. Photograph previously part of group titled, Queensland Scenic 1932 to 1937. Previous Control Number: OSBA/825","Ravenshoe, QLD, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92703,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02218
Item,1979.0162.02219,"Whitsunday Passage from Hayman Island, Whitsunday Group",3 August 1937,"Black and white photograph, girl standing and pointing towards water. Whitsunday Islands, QLD, Australia. Written on verso: H39 Whitsunday Passage from Hayman Island Queensland. Stamped on verso: Photograph by Queensland Government Tourist Bureau Adelaide street Brisbane Authority to reproduce must be obtained by application to Director. Photograph previously part of group titled, Queensland Scenic 1932 to 1937. Previous Control Number: OSBA/826","Whitsunday Islands, QLD, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92704,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02219
Item,1979.0162.02220,"Barron Falls, Queensland",11 September 1935,"Black and white photograph, Barron Falls, QLD, Australia. Written on verso: Queensland Government Tourism Bureau Photo. Photograph previously part of group titled, Queensland Scenic 1932 to 1937. Previous Control Number: OSBA/827","Barron Falls, QLD, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92705,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02220
Item,1979.0162.02221,"Coral Garden Hayman Island, Whitsunday Group",3 August 1937,"Black and white photograph, Hayman Island, QLD, Australia. Written on verso: F35 Coral Garden, Hayman Island, Queensland. Stamped on verso: Photograph by Queensland Government Tourist Bureau Adelaide Street Brisbane Authority to reproduce must be obtained by application to Director. Photograph previously part of group titled, Queensland - Historical - 1860s reproduction - 1934 - Barrier Reef 1930 to 1937. Previous Control Number: OSBA/828","Hayman Island, QLD, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92706,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02221
Item,1979.0162.02222,Views of Cathedral Tower from Stirling Gardens Perth,24 August 1936,"Black and white photograph, Perth, WA, Australia. Stamped on verso: Western Australian Government Tourist Bureau With Compliments, stamped around written title. Photograph previously part of group titled,  Western Australia - Cities (streets, buildings, gardens etc.) 1932-1939. Previous Control Number: OSBA/829","Stirling Gardens, Perth, WA, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92707,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02222
Item,1979.0162.02223,Government House Perth,24 August 1936,"Black and white photograph, Perth, WA, Australia. Stamped on verso: Western Australian Government Tourist Bureau With Compliments, stamped around written title. Photograph previously part of group titled,  Western Australia - Cities (streets, buildings, gardens etc.) 1932-1939. Previous Control Number: OSBA/830","Perth, WA, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92708,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02223
Item,1979.0162.02224,"Wellington Street, Perth",24 August 1936,"Black and white photograph, Perth, WA, Australia. Stamped on verso: Western Australian Government Tourist Bureau With Compliments, stamped around written title. Photograph previously part of group titled,  Western Australia - Cities (streets, buildings, gardens etc.) 1932-1939. Previous Control Number: OSBA/831","Wellington Street, Perth",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92709,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02224
Item,1979.0162.02225,Perth from Kings Park,24 August 1936,"Black and white photograph, Perth, WA, Australia. Stamped on verso: Western Australian Government Tourist Bureau With Compliments, stamped around written title. Photograph previously part of group titled,  Western Australia - Cities (streets, buildings, gardens etc.) 1932-1939. Previous Control Number: OSBA/832","King's Park, Perth, WA, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92710,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02225
Item,1979.0162.02226,Yachting on the Swan River Perth,24 September 1936,"Black and white photograph, sail boats in choppy ocean. Stamped on verso: Western Australian Government Tourist Bureau With Compliments, stamped around written title. Photograph previously from group titled, Western Australia - Outdoor 1933-1938 Perth, WA, Australia. Previous Control Number: OSBA/833","Swan River Perth, WA, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92711,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02226
Item,1979.0162.02227,Farming scene at Dowerin,17 August 1936,"Black and white photograph, two rows of horses roped together, two men in picture - one controlling each row of horses. Dowerin, WA, Australia. Stamped on verso: Western Australian Government Tourist Bureau With Compliments. Photograph previously part of group titled, Western Australia - Production 1930 to 1939.  Previous Control Number: OSBA/834","Perth, WA, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92712,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02227
Item,1979.0162.02228,Mount Manypeaks South Coast Albany,17 August 1936,"Black and white photograph, man sitting under rock formation looking away from photographer. Mount Manypeaks, WA, Australia. Stamped on verso: Western Australian Tourist Bureau With Compliments. Written on verso: Don't use this one, underlined. Photograph previously part of group titled, Western Australia - scenic 1933 to 1936. Previous Control Number: OSBA/835","Mount Manypeaks, WA, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92713,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02228
Item,1979.0162.02229,Western Australia In Mount Karri Timber Country at Pemberton,c. 1933-1936,"Black and white photograph, dirt track, tall trees, Pemberton, WA, Australia. Photograph previously part of group titled, Western Australia - scenic 1933 to 1936.  Previous Control Number: OSBA/836","Pemberton, WA, Australia",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92714,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02229
